C02451V02968,REGION,C02447V03042,SchoolProgramme,TLIST(A1),Year,STATISTIC,Statistic Label,UNIT,VALUE,NumberOfClasses, NumberOfPupils
17,Tipperary,11,All mainstream national school programmes,2017,2017,EDA57C02,Classes in National Schools (Number),Number,773,773,
17,Tipperary,11,All mainstream national school programmes,2018,2018,EDA57C02,Classes in National Schools (Number),Number,778,778,
17,Tipperary,11,All mainstream national school programmes,2019,2019,EDA57C02,Classes in National Schools (Number),Number,777,777,
17,Tipperary,11,All mainstream national school programmes,2020,2020,EDA57C02,Classes in National Schools (Number),Number,781,781,
17,Tipperary,11,All mainstream national school programmes,2021,2021,EDA57C02,Classes in National Schools (Number),Number,817,817,
17,Tipperary,11,All mainstream national school programmes,2022,2022,EDA57C02,Classes in National Schools (Number),Number,814,814,
17,Tipperary,121,Pupils with special needs in mainstream national schools,1995,1995,EDA57C02,Classes in National Schools (Number),Number,17,17,
17,Tipperary,121,Pupils with special needs in mainstream national schools,1996,1996,EDA57C02,Classes in National Schools (Number),Number,19,19,
17,Tipperary,121,Pupils with special needs in mainstream national schools,1997,1997,EDA57C02,Classes in National Schools (Number),Number,33,33,
17,Tipperary,121,Pupils with special needs in mainstream national schools,1998,1998,EDA57C02,Classes in National Schools (Number),Number,34,34,
17,Tipperary,121,Pupils with special needs in mainstream national schools,1999,1999,EDA57C02,Classes in National Schools (Number),Number,34,34,
17,Tipperary,121,Pupils with special needs in mainstream national schools,2000,2000,EDA57C02,Classes in National Schools (Number),Number,31,31,
17,Tipperary,121,Pupils with special needs in mainstream national schools,2001,2001,EDA57C02,Classes in National Schools (Number),Number,30,30,
17,Tipperary,121,Pupils with special needs in mainstream national schools,2002,2002,EDA57C02,Classes in National Schools (Number),Number,32,32,
17,Tipperary,121,Pupils with special needs in mainstream national schools,2003,2003,EDA57C02,Classes in National Schools (Number),Number,31,31,
17,Tipperary,121,Pupils with special needs in mainstream national schools,2004,2004,EDA57C02,Classes in National Schools (Number),Number,32,32,
17,Tipperary,121,Pupils with special needs in mainstream national schools,2005,2005,EDA57C02,Classes in National Schools (Number),Number,34,34,
17,Tipperary,121,Pupils with special needs in mainstream national schools,2006,2006,EDA57C02,Classes in National Schools (Number),Number,32,32,
17,Tipperary,121,Pupils with special needs in mainstream national schools,2007,2007,EDA57C02,Classes in National Schools (Number),Number,34,34,
17,Tipperary,121,Pupils with special needs in mainstream national schools,2008,2008,EDA57C02,Classes in National Schools (Number),Number,41,41,
17,Tipperary,121,Pupils with special needs in mainstream national schools,2009,2009,EDA57C02,Classes in National Schools (Number),Number,46,46,
17,Tipperary,121,Pupils with special needs in mainstream national schools,2010,2010,EDA57C02,Classes in National Schools (Number),Number,40,40,
17,Tipperary,121,Pupils with special needs in mainstream national schools,2011,2011,EDA57C02,Classes in National Schools (Number),Number,52,52,
17,Tipperary,121,Pupils with special needs in mainstream national schools,2012,2012,EDA57C02,Classes in National Schools (Number),Number,11,11,
17,Tipperary,121,Pupils with special needs in mainstream national schools,2013,2013,EDA57C02,Classes in National Schools (Number),Number,14,14,
17,Tipperary,121,Pupils with special needs in mainstream national schools,2014,2014,EDA57C02,Classes in National Schools (Number),Number,18,18,
17,Tipperary,121,Pupils with special needs in mainstream national schools,2015,2015,EDA57C02,Classes in National Schools (Number),Number,24,24,
17,Tipperary,121,Pupils with special needs in mainstream national schools,2016,2016,EDA57C02,Classes in National Schools (Number),Number,28,28,
17,Tipperary,121,Pupils with special needs in mainstream national schools,2017,2017,EDA57C02,Classes in National Schools (Number),Number,34,34,
17,Tipperary,121,Pupils with special needs in mainstream national schools,2018,2018,EDA57C02,Classes in National Schools (Number),Number,39,39,
17,Tipperary,121,Pupils with special needs in mainstream national schools,2019,2019,EDA57C02,Classes in National Schools (Number),Number,46,46,
17,Tipperary,121,Pupils with special needs in mainstream national schools,2020,2020,EDA57C02,Classes in National Schools (Number),Number,54,54,
17,Tipperary,121,Pupils with special needs in mainstream national schools,2021,2021,EDA57C02,Classes in National Schools (Number),Number,56,56,
17,Tipperary,121,Pupils with special needs in mainstream national schools,2022,2022,EDA57C02,Classes in National Schools (Number),Number,68,68,
17,Tipperary,122,Pupils in special national schools,1995,1995,EDA57C02,Classes in National Schools (Number),Number,25,25,
17,Tipperary,122,Pupils in special national schools,1996,1996,EDA57C02,Classes in National Schools (Number),Number,28,28,
17,Tipperary,122,Pupils in special national schools,1997,1997,EDA57C02,Classes in National Schools (Number),Number,28,28,
17,Tipperary,122,Pupils in special national schools,1998,1998,EDA57C02,Classes in National Schools (Number),Number,31,31,
17,Tipperary,122,Pupils in special national schools,1999,1999,EDA57C02,Classes in National Schools (Number),Number,32,32,
17,Tipperary,122,Pupils in special national schools,2000,2000,EDA57C02,Classes in National Schools (Number),Number,33,33,
17,Tipperary,122,Pupils in special national schools,2001,2001,EDA57C02,Classes in National Schools (Number),Number,31,31,
17,Tipperary,122,Pupils in special national schools,2002,2002,EDA57C02,Classes in National Schools (Number),Number,33,33,
17,Tipperary,122,Pupils in special national schools,2003,2003,EDA57C02,Classes in National Schools (Number),Number,35,35,
17,Tipperary,122,Pupils in special national schools,2004,2004,EDA57C02,Classes in National Schools (Number),Number,35,35,
17,Tipperary,122,Pupils in special national schools,2005,2005,EDA57C02,Classes in National Schools (Number),Number,37,37,
17,Tipperary,122,Pupils in special national schools,2006,2006,EDA57C02,Classes in National Schools (Number),Number,37,37,
17,Tipperary,122,Pupils in special national schools,2007,2007,EDA57C02,Classes in National Schools (Number),Number,40,40,
17,Tipperary,122,Pupils in special national schools,2008,2008,EDA57C02,Classes in National Schools (Number),Number,42,42,
17,Tipperary,122,Pupils in special national schools,2009,2009,EDA57C02,Classes in National Schools (Number),Number,45,45,
17,Tipperary,122,Pupils in special national schools,2010,2010,EDA57C02,Classes in National Schools (Number),Number,46,46,
17,Tipperary,122,Pupils in special national schools,2011,2011,EDA57C02,Classes in National Schools (Number),Number,44,44,
17,Tipperary,122,Pupils in special national schools,2012,2012,EDA57C02,Classes in National Schools (Number),Number,40,40,
17,Tipperary,122,Pupils in special national schools,2013,2013,EDA57C02,Classes in National Schools (Number),Number,46,46,
17,Tipperary,122,Pupils in special national schools,2014,2014,EDA57C02,Classes in National Schools (Number),Number,47,47,
17,Tipperary,122,Pupils in special national schools,2015,2015,EDA57C02,Classes in National Schools (Number),Number,50,50,
17,Tipperary,122,Pupils in special national schools,2016,2016,EDA57C02,Classes in National Schools (Number),Number,50,50,
17,Tipperary,122,Pupils in special national schools,2017,2017,EDA57C02,Classes in National Schools (Number),Number,56,56,
17,Tipperary,122,Pupils in special national schools,2018,2018,EDA57C02,Classes in National Schools (Number),Number,52,52,
17,Tipperary,122,Pupils in special national schools,2019,2019,EDA57C02,Classes in National Schools (Number),Number,54,54,
17,Tipperary,122,Pupils in special national schools,2020,2020,EDA57C02,Classes in National Schools (Number),Number,54,54,
17,Tipperary,122,Pupils in special national schools,2021,2021,EDA57C02,Classes in National Schools (Number),Number,58,58,
17,Tipperary,122,Pupils in special national schools,2022,2022,EDA57C02,Classes in National Schools (Number),Number,60,60,
18,Waterford,1,All first level school programmes,1995,1995,EDA57C02,Classes in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,1996,1996,EDA57C02,Classes in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,1997,1997,EDA57C02,Classes in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,1998,1998,EDA57C02,Classes in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,1999,1999,EDA57C02,Classes in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2000,2000,EDA57C02,Classes in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2001,2001,EDA57C02,Classes in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2002,2002,EDA57C02,Classes in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2003,2003,EDA57C02,Classes in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2004,2004,EDA57C02,Classes in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2005,2005,EDA57C02,Classes in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2006,2006,EDA57C02,Classes in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2007,2007,EDA57C02,Classes in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2008,2008,EDA57C02,Classes in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2009,2009,EDA57C02,Classes in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2010,2010,EDA57C02,Classes in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2011,2011,EDA57C02,Classes in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2012,2012,EDA57C02,Classes in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2013,2013,EDA57C02,Classes in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2014,2014,EDA57C02,Classes in National Schools (Number),Number,,,
